,TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
189,991,2,C,Hogar,116.98,13.0,10.0,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,TRAIN
190,992,2,C,Base,100.41,12.0,10.0,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,TRAIN
191,993,2,B,Hogar,113.73,12.0,10.0,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,TRAIN
192,994,2,C,Hogar,113.73,12.0,7.0,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,TRAIN
193,995,2,C,Base,106.6,12.0,10.0,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,TRAIN
194,996,2,C,Hogar,107.85,12.0,7.0,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN
195,997,2,C,Hogar,101.82,12.0,11.0,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN
196,998,2,AB,Hogar,107.85,12.0,12.0,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
197,987,2,C,Hogar,110.0,10.0,12.0,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,TRAIN
198,1001,2,C,Hogar,101.82,12.0,10.0,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,TRAIN
199,1002,2,C,Hogar,116.9,10.0,11.0,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,TRAIN
200,1003,2,C,Hogar,112.0,12.0,8.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN
201,1004,2,C,Hogar,93.52,12.0,9.0,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,TRAIN
202,1005,2,C,Hogar,98.2,12.0,5.0,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,TRAIN
203,1006,2,C,Hogar,116.9,13.0,14.0,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,TRAIN
204,1007,2,C,Hogar,114.41,12.0,10.0,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN
205,1008,2,C,Hogar,98.8,12.0,10.0,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,TRAIN
206,1009,2,C,Hogar,103.4,12.0,5.0,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
207,976,2,C,Hogar,113.0,10.0,10.0,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
208,965,2,B,Hogar,98.0,10.0,10.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN
209,966,2,C,Hogar,112.0,10.0,10.0,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,TRAIN
210,967,2,C,Hogar,129.0,10.0,12.0,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,TRAIN
211,968,2,B,Hogar,129.0,9.0,6.0,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,TRAIN
212,969,2,C,Receso,125.0,10.0,13.0,26.07305,-98.2914,Clásico,UT_DENSIDAD,TRAIN
213,971,2,C,Hogar,123.0,11.0,12.0,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,TRAIN
214,972,2,C,Receso,121.0,10.0,10.0,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,TRAIN
215,973,2,C,Base,122.0,10.0,10.0,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,TRAIN
216,974,2,C,Hogar,113.0,11.0,12.0,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,TRAIN
217,975,2,C,Hogar,129.0,10.0,12.0,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,TRAIN
218,1011,2,C,Hogar,112.0,12.0,11.0,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,TRAIN
219,977,2,C,Receso,125.0,10.0,12.0,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,TRAIN
220,978,2,BC,Receso,102.98,11.0,9.0,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,TRAIN
221,979,2,BC,Hogar,115.67,12.0,10.0,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN
222,981,2,C,Hogar,121.0,10.0,10.0,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,TRAIN
223,982,2,B,Hogar,100.0,10.0,6.0,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,TRAIN
224,983,2,C,Hogar,117.0,11.0,12.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN
225,984,2,C,Hogar,116.0,10.0,8.0,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,TRAIN
226,985,2,C,Hogar,129.0,11.0,10.0,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,TRAIN
227,986,2,C,Hogar,101.82,12.0,10.0,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,TRAIN
228,1046,2,C,Hogar,0.0,0.0,0.0,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
229,1035,2,C,Hogar,123.69,11.813402268615876,11.0,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,TRAIN
230,1036,2,C,Hogar,119.65,11.8827624431971,8.0,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,TRAIN
231,1037,2,C,Hogar,121.67,11.786037482070714,11.0,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN
232,1038,2,C,Hogar,132.73,11.935866461867498,11.0,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,TRAIN
233,1039,2,BC,Hogar,114.3,11.851649648848364,7.0,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,TRAIN
234,1041,2,B,Hogar,0.0,0.0,0.0,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,TRAIN
235,1042,2,C,Hogar,0.0,0.0,0.0,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
236,1043,2,C,Hogar,0.0,0.0,0.0,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
237,1044,2,C,Base,0.0,0.0,0.0,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,TRAIN
238,1045,2,C,Hogar,0.0,0.0,0.0,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,TRAIN
239,1034,2,B,Hogar,132.73,11.894503212643649,12.0,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,TRAIN
240,1047,2,C,Hogar,0.0,0.0,0.0,26.07928,-98.29009,Clásico,UT_DENSIDAD,TRAIN
241,1048,2,C,Hogar,0.0,0.0,0.0,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
242,1049,2,C,Hogar,0.0,0.0,0.0,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,TRAIN
243,1051,2,C,Hogar,0.0,0.0,0.0,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,TRAIN
244,1052,2,B,Base,0.0,0.0,0.0,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,TRAIN
245,1053,2,C,Hogar,0.0,0.0,0.0,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,TRAIN
246,1054,2,C,Hogar,0.0,0.0,0.0,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,TRAIN
247,1055,2,C,Hogar,0.0,0.0,0.0,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,TRAIN
248,1056,2,C,Hogar,0.0,0.0,0.0,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,TRAIN
249,1023,2,B,Hogar,121.67,11.827400731294563,10.0,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,TRAIN
250,1012,2,C,Hogar,105.2,12.0,8.0,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,TRAIN
251,1013,2,C,Hogar,111.04,12.0,7.0,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,TRAIN
252,1014,2,C,Hogar,98.8,12.0,10.0,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,TRAIN
253,1015,2,C,Hogar,116.26,13.0,12.0,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,TRAIN
254,1016,2,C,Hogar,116.9,13.0,13.0,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN
255,1017,2,BC,Hogar,116.9,13.0,11.0,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,TRAIN
256,1018,2,C,Hogar,112.0,12.0,10.0,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,TRAIN
257,1019,2,C,Hogar,122.8,11.801345506227166,11.0,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,TRAIN
258,1021,2,C,Hogar,0.0,0.0,0.0,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,TRAIN
259,1022,2,C,Hogar,112.0,11.696401975902619,10.0,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,TRAIN
260,964,2,C,Base,96.0,10.0,10.0,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,TRAIN
261,1024,2,B,Hogar,121.61,11.867951165076478,9.0,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN
262,1025,2,B,Hogar,112.0,11.696401975902619,10.0,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,TRAIN
263,1026,2,C,Hogar,115.1,11.738397440402622,10.0,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,TRAIN
264,1027,2,C,Hogar,112.25,11.658425457686834,11.0,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,TRAIN
265,1028,2,C,Hogar,117.5,11.564093811960793,15.0,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,TRAIN
266,1029,2,C,Hogar,104.95,11.600896161475191,10.0,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,TRAIN
267,1031,2,B,Hogar,111.93,11.69545369122036,10.0,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,TRAIN
268,1032,2,C,Hogar,112.0,11.655038726678768,11.0,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,TRAIN
269,1033,2,C,Hogar,134.13,11.913468906288811,12.0,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,TRAIN
270,906,2,CD,Hogar,80.4,8.0,5.0,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,TRAIN
271,895,2,C,Hogar,127.87,10.0,10.0,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,TRAIN
272,896,2,CD,Hogar,88.38,12.0,10.0,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,TRAIN
273,897,2,C,Hogar,127.0,10.0,11.0,26.05115,-98.34874,Hogar Reunión,UT_DENSIDAD,TRAIN
274,898,2,C,Hogar,94.0,8.0,7.0,26.05933,-98.30631,Hogar Reunión,UT_GAS_URBANA,TRAIN
275,899,2,BC,Receso,98.95,12.0,12.0,26.07745,-98.28304,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
276,901,2,C,Hogar,96.74,10.0,10.0,26.05283,-98.29934,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
277,902,2,CD,Hogar,105.0,10.0,8.0,26.06042,-98.31307,Hogar Reunión,UT_DENSIDAD,TRAIN
278,903,2,C,Receso,96.4,9.0,10.0,26.06081,-98.29796,Parada Técnica,UT_DENSIDAD,TRAIN
279,904,2,C,Hogar,102.4,9.0,7.0,26.18754,-98.46751,Parada Técnica,UT_CARRETERA_GAS,TRAIN
280,905,2,CD,Hogar,96.4,10.0,7.0,26.02988,-98.23728,Hogar Reunión,UT_DENSIDAD,TRAIN
281,894,2,C,Hogar,95.08,10.0,6.0,26.06298,-98.33505,Hogar Reunión,UT_DENSIDAD,TRAIN
282,907,2,C,Hogar,104.2,10.0,10.0,26.05555,-98.34134,Hogar Reunión,UT_DENSIDAD,TRAIN
283,908,2,CD,Hogar,105.1,10.0,13.0,26.04733,-98.29975,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
284,909,2,C,Hogar,95.0,7.0,6.0,26.05964,-98.30874,Hogar Reunión,UT_DENSIDAD,TRAIN
285,911,2,CD,Hogar,123.4,10.0,5.0,26.01801,-98.24324,Hogar Reunión,UT_DENSIDAD,TRAIN
286,912,2,C,Hogar,108.0,10.0,8.0,26.0085,-98.24256,Hogar Reunión,UT_DENSIDAD,TRAIN
287,913,2,C,Hogar,98.36,10.0,10.0,26.05574,-98.28835,Hogar Reunión,UT_DENSIDAD,TRAIN
288,914,2,B,Receso,112.3,10.0,10.0,26.04321,-97.95335,Parada Técnica,UT_GAS_URBANA,TRAIN
289,915,2,C,Hogar,105.74,10.0,10.0,26.07616,-98.28808,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
290,916,2,C,Receso,92.0,10.0,6.0,26.05247,-97.95191,Parada Técnica,UT_DENSIDAD,TRAIN
291,917,2,C,Hogar,214.2,10.0,14.0,26.06344,-98.37474,Hogar Reunión,UT_DENSIDAD,TRAIN
292,883,2,C,Receso,103.3,10.0,8.0,26.0646,-98.2845,Clásico,UT_GAS_URBANA,TRAIN
293,864,2,C,Receso,0.0,0.0,0.0,26.03357,-98.26942,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
294,865,2,C,Hogar,0.0,0.0,0.0,26.00448,-98.25235,Hogar Reunión,UT_DENSIDAD,TRAIN
295,866,2,C,Receso,0.0,0.0,0.0,26.03853,-98.30021,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
296,875,2,BC,Receso,107.7,10.0,12.0,26.0857,-98.29232,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
297,876,2,BC,Hogar,126.0,10.0,10.0,26.08091,-98.27484,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
298,877,2,CD,Receso,191.2,10.0,10.0,26.03791,-98.36191,Hogar Reunión,UT_DENSIDAD,TRAIN
299,2,2,C,Hogar,0.0,0.0,0.0,26.04198,-98.3562,Hogar Reunión,UT_DENSIDAD,TRAIN
300,879,2,C,Receso,110.0,10.0,10.0,26.09214,-98.2756,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
301,881,2,B,Hogar,130.0,10.0,10.0,26.07699,-98.277,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
302,882,2,B,Receso,110.0,10.0,10.0,26.0883,-98.27013,Clásico,UT_DENSIDAD,TRAIN
303,918,2,C,Hogar,111.75,10.0,10.0,26.07442,-98.30989,Hogar Reunión,UT_DENSIDAD,TRAIN
304,884,2,C,Base,122.54,8.0,12.0,26.0896,-98.27616,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
305,885,2,B,Receso,110.15,10.0,9.0,25.98226,-98.09069,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
306,886,2,BC,Base,94.3,10.0,9.0,26.06934,-98.29477,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
307,887,2,C,Receso,188.99,12.698016407922395,11.0,26.05794,-98.29427,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
308,888,2,C,Hogar,121.0,10.0,14.0,26.06334,-98.28745,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
309,889,2,BC,Hogar,133.0,10.0,14.0,26.07191,-98.27563,Hogar Reunión,UT_DENSIDAD,TRAIN
310,891,2,C,Hogar,113.17,12.0,6.0,25.97946,-98.06868,Hogar Reunión,UT_GAS_URBANA,TRAIN
311,892,2,C,Hogar,110.0,10.0,10.0,26.0774,-98.29348,Hogar Reunión,UT_DENSIDAD,TRAIN
312,893,2,BC,Hogar,124.68,10.0,11.0,26.08725,-98.30295,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
313,953,2,C,Hogar,98.0,10.0,10.0,26.08276,-98.28998,Hogar Reunión,UT_DENSIDAD,TRAIN
314,942,2,C,Receso,130.0,12.0,9.0,25.9883,-98.11208,Parada Técnica,UT_GAS_URBANA,TRAIN
315,943,2,C,Hogar,115.0,12.0,10.0,26.05403,-98.38253,Hogar Reunión,UT_DENSIDAD,TRAIN
316,944,2,C,Hogar,120.0,10.0,10.0,25.99662,-98.06202,Hogar Reunión,UT_DENSIDAD,TRAIN
317,945,2,C,Hogar,130.0,12.0,14.0,25.98966,-98.08214,Hogar Reunión,UT_DENSIDAD,TRAIN
318,946,2,C,Hogar,146.0,10.0,12.0,26.03574,-98.39134,Hogar Reunión,UT_DENSIDAD,TRAIN
319,947,2,C,Hogar,112.0,10.0,11.0,26.0662,-98.267,Hogar Reunión,UT_DENSIDAD,TRAIN
320,948,2,C,Hogar,117.0,11.0,11.0,26.05154,-98.41472,Hogar Reunión,UT_DENSIDAD,TRAIN
321,949,2,C,Receso,107.0,10.0,10.0,26.06029,-98.24792,Hogar Reunión,UT_GAS_URBANA,TRAIN
322,951,2,C,Receso,130.0,12.0,6.0,26.08338,-98.30352,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
323,952,2,C,Receso,130.0,10.0,10.0,26.04772,-98.30035,Hogar Reunión,UT_GAS_URBANA,TRAIN
324,941,2,C,Hogar,122.0,11.0,10.0,26.00379,-98.25312,Hogar Reunión,UT_DENSIDAD,TRAIN
325,954,2,C,Hogar,116.25,11.753976403039719,10.0,26.06715,-98.32452,Hogar Reunión,UT_DENSIDAD,TRAIN
326,955,2,C,Hogar,117.0,11.0,12.0,26.00686,-98.06271,Barrio Competido,UT_DENSIDAD,TRAIN
327,956,2,C,Receso,121.0,10.0,10.0,25.98349,-98.08468,Hogar Reunión,UT_DENSIDAD,TRAIN
328,957,2,C,Hogar,145.0,10.0,13.0,26.03575,-98.3799,Hogar Reunión,UT_DENSIDAD,TRAIN
329,958,2,CD,Receso,125.0,10.0,12.0,25.99809,-98.08917,Parada Técnica,UT_DENSIDAD,TRAIN
330,959,2,B,Receso,118.0,11.0,11.0,26.06102,-98.29517,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
331,961,2,C,Receso,109.0,11.0,10.0,26.23095,-98.66727,Parada Técnica,UT_CARRETERA_GAS,TRAIN
332,962,2,C,Hogar,136.0,10.0,12.0,26.02219,-98.27036,Hogar Reunión,UT_DENSIDAD,TRAIN
333,963,2,C,Receso,132.0,11.0,12.0,26.06109,-98.35409,Hogar Reunión,UT_DENSIDAD,TRAIN
334,919,2,BC,Hogar,100.0,10.0,10.0,26.05088,-98.32233,Hogar Reunión,UT_DENSIDAD,TRAIN
335,921,2,C,Receso,132.0,10.0,12.0,26.00836,-98.20679,Parada Técnica,UT_GAS_URBANA,TRAIN
336,922,2,C,Hogar,143.18,13.0,12.0,26.0662,-98.34108,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
337,923,2,C,Receso,96.36,12.0,10.0,26.08281,-98.28388,Oficinistas,UT_DENSIDAD,TRAIN
338,924,2,C,Hogar,105.26,12.0,10.0,26.06088,-98.28161,Hogar Reunión,UT_DENSIDAD,TRAIN
339,925,2,A,Hogar,77.05,10.0,8.0,26.05698,-98.31215,Hogar Reunión,UT_DENSIDAD,TRAIN
340,926,2,C,Receso,117.23,10.0,10.0,26.0284,-98.43882,Parada Técnica,UT_CARRETERA_GAS,TRAIN
341,927,2,C,Receso,135.13,12.0,12.0,25.92283,-98.26913,Parada Técnica,UT_CARRETERA_GAS,TRAIN
342,928,2,BC,Receso,112.0,12.0,4.0,26.39945,-99.02597,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
343,929,2,C,Hogar,83.07,10.0,10.0,25.99169,-98.07486,Hogar Reunión,UT_DENSIDAD,TRAIN
344,858,2,C,Receso,0.0,0.0,0.0,0.0,0.0,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
345,931,2,C,Hogar,114.0,14.0,12.0,26.04801,-98.37562,Hogar Reunión,UT_DENSIDAD,TRAIN
346,932,2,C,Receso,161.93,14.0,15.0,26.38915,-99.0183,Clásico,UT_CARRETERA_GAS,TRAIN
347,933,2,C,Hogar,124.0,11.0,10.0,26.06831,-98.305,Hogar Reunión,UT_DENSIDAD,TRAIN
348,934,2,C,Hogar,89.4,10.0,10.0,26.05878,-98.29961,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
349,935,2,C,Hogar,152.0,13.0,12.0,25.99116,-98.09066,Hogar Reunión,UT_DENSIDAD,TRAIN
350,936,2,C,Receso,110.0,12.0,10.0,26.08377,-98.30029,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
351,937,2,C,Base,75.0,6.0,3.0,26.23352,-98.59779,Hogar Reunión,UT_GAS_URBANA,TRAIN
352,938,2,C,Base,132.0,12.0,10.0,26.39773,-99.03788,Hogar Reunión,UT_GAS_URBANA,TRAIN
353,939,2,C,Receso,131.5,12.0,12.0,26.02647,-98.44417,Parada Técnica,UT_CARRETERA_GAS,TRAIN
354,1,2,C,Hogar,0.0,0.0,0.0,26.00177,-98.24284,Hogar Reunión,UT_DENSIDAD,TRAIN
355,19,2,C,Hogar,0.0,0.0,0.0,25.9944,-98.11901,Hogar Reunión,UT_DENSIDAD,TRAIN
356,18,2,C,Hogar,0.0,0.0,0.0,26.05197,-98.28736,Hogar Reunión,UT_DENSIDAD,TRAIN
357,17,2,C,Base,0.0,0.0,0.0,26.05687,-98.36383,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
358,16,2,C,Hogar,0.0,0.0,0.0,26.02393,-98.34394,Hogar Reunión,UT_DENSIDAD,TRAIN
359,15,2,C,Receso,0.0,0.0,0.0,26.04645,-98.32298,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
360,14,2,C,Receso,0.0,0.0,0.0,26.21178,-98.5901,Parada Técnica,UT_CARRETERA_GAS,TRAIN
361,13,2,C,Base,0.0,0.0,0.0,25.98686,-98.09433,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
362,12,2,C,Hogar,0.0,0.0,0.0,25.99668,-98.26116,Hogar Reunión,UT_DENSIDAD,TRAIN
363,11,2,C,Hogar,0.0,0.0,0.0,26.00828,-98.40705,Hogar Reunión,UT_DENSIDAD,TRAIN
364,8,2,C,Base,0.0,0.0,0.0,26.04768,-98.2894,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
365,3,2,C,Hogar,0.0,0.0,0.0,26.02464,-98.26098,Hogar Reunión,UT_DENSIDAD,TRAIN
366,4,2,A,Hogar,0.0,0.0,0.0,26.04326,-98.23851,Hogar Reunión,UT_DENSIDAD,TRAIN
367,5,2,C,Hogar,0.0,0.0,0.0,26.06397,-98.26165,Hogar Reunión,UT_DENSIDAD,TRAIN
368,7,2,C,Hogar,0.0,0.0,0.0,26.08957,-98.33238,Hogar Reunión,UT_DENSIDAD,TRAIN
369,9,2,C,Hogar,0.0,0.0,0.0,26.01405,-98.39384,Hogar Reunión,UT_DENSIDAD,TRAIN
370,6,2,C,Hogar,0.0,0.0,0.0,26.02745,-98.35609,Hogar Reunión,UT_DENSIDAD,TRAIN
371,236,3,B,Hogar,130.0,12.0,9.638702694540463,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN
372,345,3,A,Hogar,97.5,10.0,7.0,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
373,204,3,AB,Base,122.4,12.0,9.288397039909611,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
374,214,3,BC,Receso,127.36,11.0,9.658064755272967,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN
375,846,3,B,Hogar,85.22,10.0,7.856759268910911,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN
376,841,3,B,Hogar,0.0,0.0,0.0,25.58732,-100.27536,Hogar Reunión,UT_DENSIDAD,TRAIN
377,221,3,AB,Receso,168.4,12.0,11.408668107412137,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
378,222,3,AB,Receso,112.0,9.0,9.232172955859161,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN
379,827,3,B,Base,0.0,0.0,0.0,25.52392,-100.20669,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
380,234,3,A,Receso,111.14,12.0,8.769391556864427,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN
381,246,3,B,Base,100.57,14.0,8.000095774096918,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
382,167,3,BC,Hogar,0.0,8.0,0.0,25.64782,-100.27427,Clásico,UT_GAS_URBANA,TRAIN
383,237,3,B,Hogar,127.64,12.0,9.529923570207725,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN
